"45","98"
"Flat Grinding - Machine 11","48"
"ID4167","14"
"Housing","51"
"Piston","166"
"ID4163","16"
"72","207"
"Setup - Machine 8","52"
"Cable Head","5"
"131","206"
"Wheel Shaft","178"
"ID4287","56"
"Setup - Machine 4","250"
"Grinding Rework","239"
"492","96"
"24","55"
"25","108"
"26","144"
"27","50"
"20","88"
"21","86"
"22","143"
"23","162"
"Grinding Rework - Machine 12","135"
"198","240"
"28","102"
"Packing","111"
"Punch Holder","164"
"94","194"
"0","7"
"ID4355","67"
"4","37"
"400","159"
"ID4445","2"
"8","15"
"163","213"
"Machine 2 - Round Grinding","68"
"Tube","262"
"Machine 25 - Grinding","155"
"Plug","122"
"Spur Gear","30"
"Drum","257"
"D","13"
"Wire Cut - Machine 13","141"
"Bearing","214"
"Turning - Machine 9","116"
"Wire Cut - Machine 18","136"
"Turn & Mill. & Screw Assem - Machine 9","198"
"Fastener","204"
"125","182"
"Punch Plate","177"
"Electrical Contact","70"
"Cutting Wheel","180"
"Barrel","219"
"Clamp","107"
"Grinding Rework - Machine 27","153"
"Turning - Machine 5","196"
"59","200"
"Flange Bolt","202"
"55","90"
"54","112"
"57","265"
"16","74"
"51","186"
"50","69"
"53","185"
"52","58"
"Disc","215"
"Rework Milling - Machine 28","168"
"Oven","171"
"Machine 1 - Lapping","25"
"ID0997","54"
"Ring","139"
"73","245"
"290","129"
"Machine 8 - Turning & Milling","44"
"ID4718","128"
"179","205"
"200","160"
"313","203"
"ID4493","94"
"ID4142","235"
"ID4491","148"
"ID4872","109"
"114","261"
"117","232"
"ID4385","134"
"Locker","132"
"82","260"
"83","91"
"80","126"
"81","248"
"119","81"
"84","254"
"Ballnut","41"
"ID4783","237"
"251","29"
"Machine 10 - Grinding","77"
"108","190"
"3","38"
"ID3998","263"
"7","45"
"ID0420","61"
"Nitration Q.C.","209"
"Machine 11 - Grinding","49"
"Turning - Machine 4","89"
"Manual Deburring","125"
"Turning - Machine 8","140"
"305","264"
"Machine 6 - Turning & Milling","83"
"300","87"
"ID4861","201"
"ID0998","20"
"Stress Relief","170"
"ID4641","76"
"Fix - Machine 19","154"
"Round Grinding - Machine 2","66"
"Round Grinding - Machine 3","0"
"S","6"
"Lapping - Machine 1","24"
"100","78"
"105","197"
"Hinge","259"
"39","97"
"38","217"
"Turning & Milling - Machine 8","43"
"ID4794","35"
"Compound Dies","228"
"Adjusting Nut","59"
"Turning & Milling - Machine 4","9"
"Turning & Milling - Machine 5","118"
"Turning & Milling - Machine 6","82"
"30","84"
"37","36"
"36","85"
"35","131"
"34","93"
"Blade","223"
"Grinding Rework - Machine 2","157"
"Round Grinding - Machine 23","211"
"Machine 15 - Turning","142"
"Turn & Mill. & Screw Assem - Machine 10","242"
"Turning & Milling - Machine 10","75"
"Machine 9 - Turning & Milling","28"
"Machine 12 - Grinding","121"
"Final Inspection Q.C.","113"
"150","147"
"Spinner","224"
"86","258"
"Assembly 1","246"
"ID4326","220"
"Flange","183"
"60","149"
"61","130"
"63","218"
"64","216"
"65","189"
"66","188"
"68","234"
"69","117"
"250","156"
"Turning Q.C.","33"
"170","176"
"Machine 23 - Turning","212"
"Slip Ring Adapter","173"
"Round Grinding - Manual","104"
"185","192"
"Bushing","63"
"start","1"
"180","175"
"2","71"
"Deburring - Manual","124"
"ID4528","65"
"ID4529","46"
"Round Grinding - Q.C.","179"
"500","80"
"Cast","241"
"B","53"
"complete","12"
"Machine 18 - Wire Cutting","138"
"SETUP     Turning & Milling - Machine 5","238"
"6","115"
"Cylinder","114"
"Machine 5 - Turning & Milling","119"
"168","184"
"315","227"
"Drill","146"
"90","99"
"95","174"
"161","106"
"Turning & Milling - Machine 9","26"
"11","47"
"10","4"
"13","64"
"12","101"
"15","62"
"14","60"
"17","34"
"ID4882","23"
"19","79"
"18","40"
"Machine 16 - Milling","222"
"ID4799","151"
"ID3767","137"
"720","255"
"32","127"
"O-Ring","230"
"Machine 4 - Turning & Milling","10"
"31","73"
"151","152"
"Quality Check 1","18"
"153","231"
"155","247"
"600","145"
"Manual Milling - Machine 28","169"
"557","158"
"Machine 7- Laser Marking","22"
"ID3846","31"
"230","253"
"Socket","172"
"Wheel","243"
"ID4429","92"
"Machine 3 - Round Grinding","3"
"48","103"
"49","72"
"46","95"
"47","133"
"ID4932","8"
"42","100"
"43","195"
"40","39"
"41","249"
"1","11"
"Laser Marking - Machine 7","21"
"320","208"
"ID4132","27"
"5","57"
"Milling - Machine 16","221"
"325","226"
"9","19"
"Gauge","252"
"85","187"
"Machine 27 - Grinding","105"
"ID4219","42"
"144","165"
"ID4622","150"
"ID4820","110"
"Adapter","256"
"ID3641","167"
"ID4291","181"
"75","225"
"132","229"
"Turning & Milling Q.C.","17"
"70","244"
"Locknut","233"
"29","236"
"79","193"
"78","191"
"Shim","199"
"ID0937","123"
"Round Grinding - Machine 12","120"
"ID4109","210"
"350","163"
"Spindle","251"
"ID4618","32"
"33","161"
