"45","90"
"Flat Grinding - Machine 11","44"
"ID4167","14"
"Housing","48"
"Piston","130"
"ID4163","16"
"72","208"
"Setup - Machine 8","49"
"Cable Head","5"
"131","210"
"ID4851","194"
"Wheel Shaft","169"
"ID4287","52"
"Setup - Machine 4","252"
"Grinding Rework","241"
"492","89"
"24","51"
"25","99"
"26","133"
"27","47"
"20","141"
"21","79"
"22","135"
"23","193"
"Grinding Rework - Machine 12","153"
"198","243"
"28","94"
"3","28"
"Punch Holder","157"
"94","197"
"0","7"
"ID4355","125"
"4","35"
"400","152"
"ID4445","147"
"8","15"
"163","216"
"Machine 2 - Round Grinding","126"
"Tube","262"
"Plug","112"
"Spur Gear","27"
"Drum","258"
"D","6"
"Wire Cut - Machine 13","160"
"Bearing","217"
"Turning - Machine 9","105"
"Wire Cut - Machine 18","202"
"Turn & Mill. & Screw Assem - Machine 9","200"
"Fastener","207"
"260","251"
"125","173"
"Punch Plate","168"
"Electrical Contact","66"
"Cutting Wheel","172"
"Barrel","222"
"Clamp","98"
"Grinding Rework - Machine 27","150"
"59","131"
"Flange Bolt","205"
"55","84"
"54","101"
"57","268"
"16","70"
"51","177"
"50","65"
"53","176"
"52","53"
"Disc","218"
"Rework Milling - Machine 28","162"
"Oven","265"
"Machine 1 - Lapping","3"
"ID0997","46"
"Ring","127"
"ID4360","132"
"290","119"
"Machine 8 - Turning & Milling","40"
"ID4718","118"
"56","181"
"Machine 22 - Milling","192"
"200","154"
"313","206"
"ID4493","88"
"ID4491","139"
"ID4872","100"
"117","235"
"ID4385","144"
"Change Version - Machine 22","191"
"Locker","122"
"82","261"
"83","85"
"80","116"
"81","182"
"86","259"
"84","179"
"Ballnut","37"
"ID4783","239"
"Turning Q.C.","31"
"Machine 10 - Grinding","73"
"108","186"
"Packing","59"
"ID3998","263"
"7","41"
"ID0420","60"
"Nitration Q.C.","212"
"Machine 11 - Grinding","45"
"Turning - Machine 4","83"
"Turning - Machine 5","198"
"Turning - Machine 8","128"
"Machine 6 - Turning & Milling","77"
"300","82"
"ID4861","204"
"ID0998","20"
"Stress Relief","264"
"ID4641","72"
"305","266"
"Round Grinding - Machine 2","124"
"Round Grinding - Machine 3","148"
"S","12"
"Lapping - Machine 1","0"
"100","74"
"105","199"
"Hinge","260"
"39","57"
"38","221"
"Turning & Milling - Machine 8","39"
"ID4794","33"
"Compound Dies","231"
"Adjusting Nut","54"
"Turning & Milling - Machine 4","9"
"Turning & Milling - Machine 5","110"
"Turning & Milling - Machine 6","76"
"30","80"
"37","34"
"36","81"
"35","121"
"34","87"
"Blade","226"
"Grinding Rework - Machine 2","145"
"Round Grinding - Machine 23","214"
"160","270"
"Machine 15 - Turning","134"
"Turn & Mill. & Screw Assem - Machine 10","242"
"Turning & Milling - Machine 10","71"
"Machine 9 - Turning & Milling","25"
"Machine 12 - Grinding","108"
"Final Inspection Q.C.","56"
"150","138"
"Spinner","227"
"Assembly 1","248"
"ID4326","223"
"Flange","174"
"60","129"
"61","120"
"63","220"
"64","219"
"65","185"
"66","184"
"67","180"
"68","237"
"69","106"
"250","146"
"251","26"
"170","167"
"Machine 23 - Turning","215"
"Slip Ring Adapter","165"
"ID4890","190"
"Round Grinding - Manual","95"
"185","195"
"Bushing","62"
"start","10"
"180","166"
"2","67"
"Deburring - Manual","114"
"ID4528","64"
"ID4529","42"
"507","269"
"Round Grinding - Q.C.","170"
"500","78"
"179","209"
"Cast","244"
"B","50"
"complete","1"
"Machine 18 - Wire Cutting","203"
"73","247"
"6","104"
"Cylinder","103"
"Machine 5 - Turning & Milling","111"
"168","175"
"315","230"
"Drill","137"
"90","91"
"SETUP     Turning & Milling - Machine 5","240"
"161","97"
"221","188"
"Turning & Milling - Machine 9","23"
"11","43"
"10","4"
"13","63"
"12","93"
"15","61"
"14","55"
"17","32"
"ID4882","2"
"19","75"
"18","36"
"Machine 16 - Milling","225"
"ID4799","140"
"ID3767","159"
"720","256"
"32","117"
"O-Ring","233"
"Machine 4 - Turning & Milling","11"
"31","69"
"151","143"
"Quality Check 1","18"
"153","234"
"155","249"
"600","136"
"Manual Milling - Machine 28","163"
"189","267"
"557","151"
"Machine 7- Laser Marking","22"
"ID3846","29"
"230","255"
"Socket","164"
"Wheel","245"
"ID4429","86"
"Machine 3 - Round Grinding","149"
"48","92"
"49","68"
"47","123"
"ID4932","8"
"Manual Deburring","115"
"43","196"
"40","102"
"41","250"
"1","13"
"Laser Marking - Machine 7","21"
"320","211"
"ID4132","24"
"5","109"
"Milling - Machine 16","224"
"325","229"
"9","19"
"Gauge","254"
"85","178"
"Machine 27 - Grinding","96"
"ID4219","38"
"144","158"
"ID4622","142"
"ID4820","58"
"Adapter","257"
"ID3641","161"
"148","189"
"ID4291","171"
"75","228"
"132","232"
"Turning & Milling Q.C.","17"
"70","246"
"Locknut","236"
"29","238"
"79","183"
"78","187"
"Shim","201"
"ID0937","113"
"Round Grinding - Machine 12","107"
"ID4109","213"
"350","156"
"Spindle","253"
"ID4618","30"
"33","155"
