"ID4932","29"
"ID4167","51"
"Housing","17"
"ID4163","94"
"Cable Head","4"
"325","186"
"136","212"
"Wheel Shaft","65"
"ID4287","40"
"139","54"
"492","53"
"24","19"
"25","111"
"26","125"
"27","16"
"20","37"
"21","104"
"22","165"
"23","20"
"Grinding Rework - Machine 12","197"
"28","56"
"3","48"
"Punch Holder","132"
"0","7"
"ID4291","189"
"ID4355","145"
"4","70"
"400","128"
"ID4445","72"
"8","134"
"Machine 2 - Round Grinding","223"
"Tube","135"
"Plug","75"
"Spur Gear","9"
"Drum","227"
"D","5"
"10","3"
"Blade","182"
"Fastener","173"
"260","213"
"125","149"
"126","86"
"Punch Plate","143"
"Electrical Contact","44"
"Cutting Wheel","148"
"Barrel","181"
"Clamp","60"
"Spinner","123"
"59","106"
"58","167"
"Flange Bolt","168"
"55","120"
"57","89"
"16","121"
"51","195"
"50","23"
"53","122"
"52","21"
"Disc","177"
"ID0998","55"
"ID0997","203"
"Ring","103"
"180","141"
"73","209"
"290","82"
"Machine 8 - Turning & Milling","204"
"ID4718","25"
"56","151"
"198","200"
"313","172"
"ID4493","64"
"ID4491","43"
"315","188"
"ID4385","222"
"Piston","101"
"279","231"
"80","76"
"87","58"
"84","83"
"Ballnut","15"
"Seal Head","137"
"Turning Q.C.","216"
"Machine 10 - Grinding","36"
"108","160"
"Packing","0"
"Turning - Machine 8","117"
"247","98"
"92","194"
"Machine 6 - Turning & Milling","80"
"300","52"
"Machine 9 - Turning & Milling","215"
"Machine 1 - Lapping","115"
"305","230"
"245","99"
"Round Grinding - Machine 3","71"
"Locker","84"
"Lapping - Machine 1","113"
"473","226"
"100","47"
"105","164"
"Round Grinding - Machine 2","221"
"Cylinder","67"
"38","90"
"Turning & Milling - Machine 8","202"
"Turning & Milling - Machine 9","214"
"Adjusting Nut","22"
"33","27"
"Turning & Milling - Machine 5","91"
"Turning & Milling - Machine 6","78"
"30","162"
"37","100"
"S","38"
"35","102"
"7","129"
"Machine 15 - Turning","119"
"Turning & Milling - Machine 10","34"
"72","87"
"Machine 14 - Milling","108"
"Machine 12 - Grinding","199"
"Final Inspection Q.C.","11"
"150","116"
"Assembly 1","210"
"176","228"
"330","232"
"29","136"
"60","105"
"185","163"
"62","179"
"64","158"
"65","138"
"66","157"
"67","156"
"68","233"
"69","69"
"250","10"
"251","8"
"170","142"
"Slip Ring Adapter","140"
"Hinge","229"
"Turn & Mill. & Screw Assem - Machine 10","207"
"Bushing","41"
"Round Grinding - Q.C.","97"
"2","126"
"ID4528","170"
"ID4529","85"
"507","234"
"500","49"
"Cast","201"
"310","175"
"221","161"
"complete","1"
"6","68"
"39","33"
"Machine 5 - Turning & Milling","92"
"168","153"
"ID4872","198"
"Drill","112"
"91","184"
"90","57"
"225","183"
"167","144"
"160","235"
"161","59"
"97","61"
"163","176"
"Laser Marking - Machine 7","24"
"Bearing","32"
"13","152"
"12","74"
"15","31"
"14","42"
"17","18"
"ID4882","95"
"18","14"
"Turning & Milling - Machine 4","28"
"720","224"
"32","180"
"O-Ring","147"
"Machine 4 - Turning & Milling","30"
"31","178"
"151","124"
"Quality Check 1","13"
"153","192"
"155","211"
"600","93"
"Compound Dies","190"
"557","127"
"112","187"
"36","96"
"Machine 7- Laser Marking","26"
"Final Inspection - Weighting","63"
"34","185"
"230","219"
"Socket","139"
"Wheel","206"
"11","196"
"ID4429","79"
"Machine 3 - Round Grinding","73"
"Flange","150"
"48","81"
"49","218"
"46","110"
"45","45"
"40","66"
"1","39"
"320","174"
"ID4132","35"
"5","62"
"Milling - Machine 14","107"
"9","6"
"85","155"
"Machine 27 - Grinding","171"
"200","130"
"144","154"
"ID4622","118"
"140","50"
"ID4820","2"
"Adapter","225"
"148","159"
"149","133"
"76","77"
"75","205"
"132","191"
"Turning & Milling Q.C.","46"
"70","208"
"Locknut","193"
"79","220"
"78","109"
"Shim","166"
"Spring","88"
"ID0937","114"
"Grinding Rework - Machine 27","169"
"Gauge","146"
"350","131"
"Spindle","217"
"ID4618","12"
