"Fix EDM","129"
"ID4851","191"
"Flat Grinding - Machine 11","62"
"ID4167","15"
"Housing","42"
"ID4163","17"
"Setup - Machine 8","44"
"Cable Head","5"
"131","208"
"325","227"
"Wheel Shaft","168"
"ID4287","47"
"Setup - Machine 4","251"
"Grinding Rework","237"
"492","85"
"24","46"
"25","95"
"26","161"
"27","41"
"20","86"
"21","171"
"22","166"
"23","190"
"Grinding Rework - Machine 12","149"
"198","239"
"28","89"
"Packing","98"
"Punch Holder","156"
"94","195"
"0","8"
"Milling - Machine 10","167"
"ID4355","116"
"4","25"
"400","152"
"ID4445","145"
"8","16"
"163","213"
"Machine 2 - Round Grinding","117"
"Tube","158"
"Plug","108"
"Spur Gear","24"
"Drum","258"
"D","6"
"Wire Cut - Machine 13","154"
"Bearing","214"
"Blade","222"
"Wire Cut - Machine 18","201"
"Machine 16 - Milling","220"
"Turn & Mill. & Screw Assem - Machine 9","199"
"Fastener","206"
"260","250"
"125","173"
"Punch Plate","165"
"Electrical Contact","67"
"Cutting Wheel","172"
"Barrel","221"
"Fix - Machine 15M","241"
"Clamp","94"
"Grinding Rework - Machine 27","148"
"59","123"
"Flange Bolt","204"
"55","82"
"54","99"
"57","262"
"16","71"
"51","177"
"50","66"
"53","176"
"52","48"
"Disc","215"
"Rework Milling - Machine 28","126"
"ID0998","2"
"ID0997","40"
"Ring","119"
"73","246"
"290","112"
"Machine 8 - Turning & Milling","36"
"ID4718","51"
"56","180"
"Machine 22 - Milling","189"
"200","153"
"313","205"
"ID4493","58"
"ID4491","140"
"ID4872","96"
"117","233"
"ID4385","143"
"Change Version - Machine 22","188"
"Piston","122"
"83","83"
"80","110"
"81","181"
"84","179"
"Ballnut","33"
"ID4783","235"
"Turning Q.C.","27"
"Machine 10 - Grinding","73"
"108","184"
"ID4799","141"
"3","43"
"7","37"
"Turning - Machine 9","103"
"Machine 11 - Grinding","63"
"Turning - Machine 4","80"
"Turning - Machine 5","196"
"Turning - Machine 8","120"
"Machine 6 - Turning & Milling","77"
"300","81"
"ID4861","203"
"Machine 1 - Lapping","106"
"305","260"
"ID4641","75"
"Round Grinding - Machine 2","115"
"Round Grinding - Machine 3","146"
"S","13"
"Lapping - Machine 1","105"
"100","74"
"105","197"
"Hinge","259"
"39","60"
"38","217"
"Turning & Milling - Machine 8","35"
"ID4794","30"
"Adjusting Nut","49"
"Turning & Milling - Machine 4","10"
"Turning & Milling - Machine 5","53"
"Turning & Milling - Machine 6","76"
"30","79"
"37","31"
"Locker","114"
"35","118"
"34","84"
"Grinding Rework - Machine 2","194"
"Round Grinding - Machine 23","210"
"Milling Q.C.","131"
"Machine 15 - Turning","136"
"Turn & Mill. & Screw Assem - Machine 10","238"
"Turning & Milling - Machine 10","72"
"Machine 9 - Turning & Milling","22"
"Machine 14 - Milling","134"
"Machine 12 - Grinding","150"
"Final Inspection Q.C.","59"
"150","139"
"Spinner","225"
"Assembly 1","247"
"45","226"
"ID4326","219"
"Flange","174"
"60","121"
"61","113"
"64","216"
"65","254"
"66","182"
"69","104"
"250","144"
"251","23"
"170","164"
"Machine 23 - Turning","212"
"Slip Ring Adapter","160"
"ID4890","187"
"Round Grinding - Manual","90"
"185","192"
"Bushing","65"
"start","11"
"180","162"
"2","68"
"ID4528","91"
"ID4529","38"
"507","263"
"Round Grinding - Q.C.","169"
"500","78"
"179","207"
"Cast","240"
"B","45"
"complete","1"
"Machine 18 - Wire Cutting","202"
"ID0420","245"
"160","264"
"6","102"
"Cylinder","101"
"Machine 5 - Turning & Milling","54"
"168","175"
"315","228"
"Drill","138"
"90","87"
"225","223"
"SETUP     Turning & Milling - Machine 5","236"
"161","93"
"221","185"
"Turning & Milling - Machine 9","20"
"11","39"
"10","4"
"13","57"
"12","88"
"15","64"
"14","50"
"17","29"
"ID4882","61"
"19","55"
"18","32"
"Shim","200"
"33","52"
"ID3767","128"
"720","256"
"32","111"
"O-Ring","231"
"Machine 17 - Sinking","130"
"Machine 4 - Turning & Milling","12"
"31","70"
"151","142"
"Quality Check 1","19"
"153","232"
"155","248"
"600","137"
"Compound Dies","229"
"557","151"
"112","255"
"36","163"
"Machine 7- Laser Marking","3"
"ID3846","21"
"230","253"
"Socket","159"
"Wheel","243"
"ID4429","56"
"Machine 3 - Round Grinding","147"
"48","135"
"49","69"
"47","183"
"ID4932","9"
"43","261"
"40","100"
"41","249"
"1","14"
"Laser Marking - Machine 7","0"
"320","209"
"ID4132","28"
"5","107"
"Milling - Machine 16","218"
"Milling - Machine 14","133"
"9","7"
"85","178"
"Machine 27 - Grinding","92"
"ID4219","34"
"144","157"
"ID4820","97"
"Adapter","257"
"ID3641","125"
"Round Grinding - Machine 12","198"
"148","186"
"ID4291","132"
"75","224"
"132","230"
"Turning & Milling Q.C.","18"
"70","244"
"Locknut","234"
"29","242"
"79","193"
"78","124"
"350","155"
"ID0937","109"
"Gauge","170"
"ID4109","211"
"Manual Milling - Machine 28","127"
"Spindle","252"
"ID4618","26"
