"Fix EDM","115"
"ID4851","181"
"Flat Grinding - Machine 11","119"
"Milling - Machine 8","239"
"ID4167","2"
"Housing","30"
"ID4163","57"
"Setup - Machine 8","32"
"Cable Head","5"
"131","199"
"Wheel Shaft","82"
"ID4287","45"
"Setup - Machine 4","240"
"492","66"
"24","34"
"25","80"
"26","125"
"27","29"
"20","71"
"21","167"
"23","184"
"Grinding Rework - Machine 12","148"
"198","225"
"28","68"
"Packing","84"
"Punch Holder","154"
"0","7"
"Milling - Machine 10","164"
"ID4355","144"
"4","91"
"400","147"
"ID4445","142"
"8","146"
"163","202"
"Machine 2 - Round Grinding","135"
"Tube","156"
"ID4442","235"
"Plug","93"
"Spur Gear","16"
"Drum","246"
"D","11"
"Bearing","203"
"Blade","211"
"Wire Cut - Machine 18","192"
"Machine 16 - Milling","210"
"Turn & Mill. & Screw Assem - Machine 9","191"
"Fastener","198"
"260","233"
"330","251"
"125","169"
"Punch Plate","163"
"Electrical Contact","50"
"Cutting Wheel","168"
"Barrel","207"
"Machine 26 - Flat Grinding","128"
"Clamp","78"
"Grinding Rework - Machine 27","140"
"59","195"
"Flange Bolt","196"
"55","65"
"57","249"
"ID4882","152"
"51","173"
"50","49"
"53","172"
"52","35"
"Disc","205"
"Rework Milling - Machine 28","112"
"ID3641","111"
"ID0997","33"
"Ring","106"
"180","160"
"73","230"
"290","97"
"Machine 8 - Turning & Milling","23"
"ID4718","70"
"56","176"
"Machine 22 - Milling","182"
"200","151"
"313","197"
"ID4493","67"
"ID4491","132"
"ID4872","75"
"117","221"
"ID4385","134"
"Change Version - Machine 22","180"
"Piston","108"
"83","64"
"80","94"
"179","200"
"84","175"
"Ballnut","25"
"ID3716","126"
"251","15"
"Machine 10 - Grinding","55"
"108","178"
"Flat Grinding - Machine 26","127"
"ID3718","238"
"3","61"
"7","26"
"Turning - Machine 9","89"
"Machine 11 - Grinding","120"
"Turning - Machine 4","62"
"Turning - Machine 5","189"
"Turning - Machine 8","104"
"Machine 6 - Turning & Milling","60"
"300","63"
"ID0998","137"
"305","248"
"ID4641","54"
"Round Grinding - Machine 2","133"
"Round Grinding - Machine 3","117"
"S","6"
"Lapping - Machine 1","138"
"100","56"
"105","190"
"Hinge","247"
"39","44"
"Turning & Milling - Machine 8","21"
"ID4794","48"
"Adjusting Nut","36"
"Turning & Milling - Machine 4","0"
"Turning & Milling - Machine 5","37"
"Turning & Milling - Machine 6","59"
"30","179"
"37","234"
"Locker","98"
"35","105"
"34","217"
"Grinding Rework - Machine 2","186"
"160","253"
"Machine 15 - Turning","129"
"Turning & Milling - Machine 10","53"
"Turning & Milling Q.C.","43"
"6","223"
"Machine 12 - Grinding","149"
"Final Inspection Q.C.","109"
"150","131"
"Spinner","213"
"Assembly 1","231"
"45","214"
"ID4326","208"
"Flange","170"
"60","107"
"64","206"
"66","177"
"Locknut","222"
"69","88"
"250","141"
"Turning Q.C.","19"
"170","162"
"Slip Ring Adapter","159"
"ID4890","185"
"Round Grinding - Manual","74"
"Turn & Mill. & Screw Assem - Machine 10","224"
"Bushing","47"
"start","1"
"Round Grinding - Q.C.","124"
"2","52"
"ID4528","79"
"ID4529","27"
"507","254"
"78","110"
"500","58"
"B","31"
"complete","10"
"Machine 18 - Wire Cutting","193"
"185","187"
"Cylinder","87"
"Machine 5 - Turning & Milling","39"
"168","171"
"315","216"
"Drill","130"
"90","72"
"225","212"
"SETUP     Turning & Milling - Machine 5","69"
"161","77"
"221","183"
"Turning & Milling - Machine 9","12"
"11","28"
"10","4"
"13","41"
"12","73"
"15","46"
"14","101"
"17","150"
"16","103"
"19","42"
"18","24"
"Machine 1 - Lapping","139"
"33","40"
"ID3767","114"
"720","244"
"32","95"
"O-Ring","166"
"Machine 17 - Sinking","116"
"Machine 4 - Turning & Milling","3"
"31","143"
"151","136"
"Quality Check 1","20"
"153","220"
"155","232"
"600","102"
"Compound Dies","218"
"557","145"
"112","243"
"36","161"
"Machine 7- Laser Marking","122"
"ID3846","17"
"Final Inspection - Weighting","81"
"230","242"
"Socket","158"
"Wheel","228"
"ID4429","38"
"Machine 3 - Round Grinding","118"
"48","96"
"49","51"
"46","123"
"47","252"
"ID4932","8"
"43","250"
"40","86"
"1","9"
"Laser Marking - Machine 7","121"
"320","201"
"ID4132","13"
"5","90"
"Milling - Machine 16","209"
"325","215"
"9","85"
"85","174"
"Machine 27 - Grinding","76"
"ID4219","22"
"144","155"
"ID4820","83"
"Adapter","245"
"350","153"
"Seal Head","157"
"Cast","226"
"75","227"
"132","219"
"Machine 9 - Turning & Milling","14"
"70","229"
"Round Grinding - Machine 12","204"
"79","188"
"72","99"
"Shim","194"
"Turning - Machine 21","236"
"Spring","100"
"ID0937","92"
"Gauge","165"
"Manual Milling - Machine 28","113"
"Machine 21 - Turning","237"
"Spindle","241"
"ID4618","18"
