"Id","ID4932","ID4167","ID4163","ID0998","ID4882","ID4445","ID3846","ID4618","ID4132","ID4794","ID4219","ID4529","ID0997","ID4287","ID4528","ID0420","ID4355","ID4641","ID4429","ID4493","ID4872","ID4820","ID0937","ID4718","ID4385","ID3767","ID4491","ID4799","ID4622","ID3641","ID4291","ID4861","ID4109","ID4326","ID4142","ID4783","ID3998","remainingTime"
"1","4","4","2","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","229620.0"
"10","0","0","0","0","0","0","4","2","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1241280.0"
"100","0","0","0","4","2","3","0","2","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","678120.0"
"101","0","0","0","1","0","0","0","2","0","2","8","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","918300.0"
"102","0","0","0","0","0","0","0","0","0","2","6","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1173300.0"
"103","0","0","0","0","0","0","0","4","0","0","6","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","310980.0"
"108","0","0","0","2","0","0","0","0","0","2","0","4","0","4","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","712740.0"
"109","4","2","0","2","0","0","0","6","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","331020.0"
"11","2","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","620460.0"
"110","0","2","2","0","0","0","0","3","0","4","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2084760.0"
"111","8","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","431760.0"
"112","0","0","0","0","0","0","9","0","4","2","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1209000.0"
"115","8","0","0","0","5","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1439700.0"
"116","0","0","2","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58440.0"
"119","0","0","0","0","0","0","0","0","14","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72240.0"
"12","0","0","0","0","0","0","6","2","4","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1533780.0"
"120","0","0","0","4","0","0","0","0","0","2","0","2","0","0","0","0","3","0","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62220.0"
"121","4","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1137780.0"
"122","0","0","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1763640.0"
"123","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204060.0"
"124","4","2","0","2","0","0","0","0","0","0","0","0","0","6","0","0","0","0","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3600.0"
"126","4","2","0","4","3","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143160.0"
"127","0","2","0","0","2","0","0","2","0","6","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1231380.0"
"129","0","0","0","3","0","0","0","0","0","0","4","0","2","8","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2640.0"
"135","2","0","0","0","0","0","0","0","0","3","0","8","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","477420.0"
"140","0","2","0","2","2","0","0","0","0","0","0","0","0","0","2","0","6","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","32940.0"
"145","0","0","0","4","0","0","0","4","0","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","328080.0"
"155","0","0","0","2","4","0","0","5","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","213840.0"
"156","0","0","0","0","0","2","0","6","0","0","0","0","0","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","517440.0"
