"Id","ID4932","ID4167","ID4163","ID0998","ID4882","ID3846","ID4618","ID4132","ID4794","ID4219","ID4529","ID0997","ID4287","ID4820","ID4528","ID4641","ID4429","ID4493","ID4872","ID0937","ID4718","ID4355","ID4360","ID4491","ID4799","ID4622","ID4385","ID4445","ID3767","ID3641","ID4890","ID4851","ID4861","ID4109","ID4326","ID4783","ID0420","ID3998","ID4291","remainingTime"
"1","4","4","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262800.0"
"10","0","0","0","0","0","4","2","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1321500.0"
"100","0","0","0","4","0","0","2","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","843480.0"
"101","0","0","0","0","0","0","0","0","2","8","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000200.0"
"102","0","0","0","0","0","0","0","0","0","6","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1207860.0"
"103","0","0","0","0","0","0","2","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","483720.0"
"106","0","0","0","2","2","0","4","0","0","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43500.0"
"108","0","0","0","2","0","0","0","0","2","0","4","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","807120.0"
"109","4","2","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1696740.0"
"11","2","0","0","0","0","0","0","4","0","0","0","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","699000.0"
"110","0","2","2","0","0","0","0","0","4","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2285520.0"
"111","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1180260.0"
"112","0","0","0","0","0","6","0","4","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1266180.0"
"114","0","0","0","0","0","0","8","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"115","8","0","0","0","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1681920.0"
"116","0","0","2","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","490320.0"
"119","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171060.0"
