"Fix EDM","127"
"ID4851","188"
"Flat Grinding - Machine 11","53"
"ID4167","15"
"Housing","37"
"ID4163","2"
"Setup - Machine 8","38"
"Cable Head","5"
"131","205"
"Wheel Shaft","166"
"ID4287","40"
"Setup - Machine 4","249"
"492","81"
"24","41"
"25","92"
"26","160"
"27","36"
"20","82"
"21","169"
"22","232"
"23","187"
"Grinding Rework - Machine 12","148"
"198","236"
"28","85"
"Packing","95"
"Punch Holder","154"
"94","190"
"0","9"
"Milling - Machine 10","165"
"ID4355","142"
"4","102"
"400","151"
"ID4445","144"
"8","16"
"163","210"
"Machine 2 - Round Grinding","141"
"Tube","156"
"ID4442","245"
"Plug","103"
"11","35"
"Drum","256"
"D","6"
"Bearing","211"
"Blade","219"
"Wire Cut - Machine 18","197"
"Machine 16 - Milling","217"
"Turn & Mill. & Screw Assem - Machine 9","196"
"Round Grinding - Machine 3","145"
"260","244"
"125","171"
"Punch Plate","164"
"Electrical Contact","63"
"Cutting Wheel","170"
"Barrel","218"
"Fix - Machine 15M","238"
"Clamp","91"
"Grinding Rework - Machine 27","147"
"59","120"
"Flange Bolt","201"
"55","78"
"54","96"
"57","261"
"16","112"
"51","175"
"50","62"
"53","174"
"52","43"
"Disc","212"
"Rework Milling - Machine 28","124"
"ID0998","57"
"ID0997","42"
"Ring","116"
"73","241"
"290","109"
"Machine 8 - Turning & Milling","32"
"ID4718","83"
"56","179"
"Machine 22 - Milling","186"
"200","152"
"313","202"
"ID4493","46"
"ID4491","136"
"ID4872","93"
"117","230"
"ID4385","139"
"Change Version - Machine 22","185"
"Piston","119"
"83","79"
"80","105"
"81","178"
"84","177"
"Ballnut","29"
"ID4783","233"
"Seal Head","157"
"Turning Q.C.","25"
"Machine 10 - Grinding","68"
"108","182"
"ID3718","248"
"ID4799","137"
"3","75"
"7","33"
"Turning - Machine 9","99"
"Machine 11 - Grinding","55"
"Turning - Machine 4","76"
"Turning - Machine 5","193"
"Turning - Machine 8","117"
"Machine 6 - Turning & Milling","72"
"300","77"
"ID4861","200"
"Machine 1 - Lapping","114"
"305","259"
"ID4641","70"
"Round Grinding - Machine 2","140"
"Spur Gear","21"
"S","13"
"Lapping - Machine 1","113"
"100","69"
"105","194"
"Hinge","258"
"39","56"
"38","214"
"Turning & Milling - Machine 8","31"
"ID4794","18"
"Adjusting Nut","44"
"Turning & Milling - Machine 4","11"
"Turning & Milling - Machine 5","48"
"Turning & Milling - Machine 6","71"
"30","74"
"37","22"
"Locker","111"
"35","115"
"34","80"
"Grinding Rework - Machine 2","192"
"Round Grinding - Machine 23","207"
"Milling Q.C.","129"
"Machine 15 - Turning","132"
"Turn & Mill. & Screw Assem - Machine 10","235"
"Turning & Milling - Machine 10","67"
"Turning & Milling Q.C.","0"
"Machine 12 - Grinding","149"
"Final Inspection Q.C.","121"
"150","135"
"Spinner","222"
"Assembly 1","242"
"45","223"
"ID4326","216"
"Flange","172"
"60","118"
"61","110"
"64","213"
"65","252"
"66","180"
"69","100"
"250","143"
"251","20"
"170","163"
"Machine 23 - Turning","209"
"Slip Ring Adapter","159"
"ID4890","184"
"Round Grinding - Manual","87"
"185","189"
"Bushing","61"
"start","1"
"180","161"
"2","65"
"ID4528","88"
"ID4529","34"
"507","262"
"Round Grinding - Q.C.","167"
"500","73"
"179","204"
"Cast","237"
"B","39"
"complete","14"
"Machine 18 - Wire Cutting","198"
"160","263"
"6","108"
"Cylinder","98"
"Machine 5 - Turning & Milling","49"
"168","173"
"315","225"
"Drill","134"
"90","84"
"225","220"
"SETUP     Turning & Milling - Machine 5","234"
"161","90"
"221","183"
"Turning & Milling - Machine 9","17"
"Laser Marking - Machine 7","58"
"10","4"
"13","52"
"12","86"
"15","60"
"14","45"
"17","27"
"ID4882","54"
"19","50"
"18","28"
"Shim","199"
"33","47"
"ID3767","126"
"720","254"
"32","106"
"O-Ring","228"
"Machine 17 - Sinking","128"
"Machine 4 - Turning & Milling","12"
"31","66"
"151","138"
"Quality Check 1","3"
"153","229"
"155","243"
"600","133"
"Compound Dies","226"
"557","150"
"112","253"
"36","162"
"Machine 7- Laser Marking","59"
"ID3846","23"
"230","251"
"Socket","158"
"Wheel","239"
"ID4429","51"
"Machine 3 - Round Grinding","146"
"48","107"
"49","64"
"46","131"
"47","181"
"ID4932","10"
"43","260"
"40","97"
"41","257"
"1","8"
"320","206"
"ID4132","26"
"5","101"
"Milling - Machine 16","215"
"325","224"
"9","7"
"85","176"
"Machine 27 - Grinding","89"
"ID4219","30"
"144","155"
"ID4820","94"
"Adapter","255"
"ID3641","123"
"Round Grinding - Machine 12","195"
"ID4291","130"
"75","221"
"132","227"
"Machine 9 - Turning & Milling","19"
"70","240"
"Locknut","231"
"79","191"
"78","122"
"350","153"
"Turning - Machine 21","246"
"ID0937","104"
"Fastener","203"
"Gauge","168"
"ID4109","208"
"Manual Milling - Machine 28","125"
"Machine 21 - Turning","247"
"Spindle","250"
"ID4618","24"
