Id,ID4932,ID4167,ID4163,ID0998,ID4882,ID4445,ID3846,ID4618,ID4132,ID4794,ID4219,ID4529,ID0997,ID4287,ID4528,ID0420,ID4355,ID4641,ID4429,ID4493,ID4872,ID4820,ID0937,ID4718,ID4385,ID3767,ID4491,ID4799,ID4622,ID3641,ID4291,ID4861,ID4109,ID4326,ID4142,ID4783,ID3998,remainingTime,prediction
102,0,0,0,0,0,0,0,0,0,2,6,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173300.0,1378325.64594
120,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62220.0,2328141.01124
126,4,2,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143160.0,847575.805995
174,0,0,0,0,0,0,0,0,0,6,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,790320.0,1374042.24443
177,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3978900.0,2164294.0128
185,0,0,0,4,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175600.0,-963270.149078
187,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3891240.0,5004953.30495
19,2,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,139320.0,2744800.44043
21,6,2,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245220.0,1926472.8879
219,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,90000.0,752946.31795
225,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879700.0,7315927.70961
23,0,2,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926080.0,744673.659306
233,2,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605580.0,731306.628844
234,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3724740.0,1652400.59009
237,0,2,0,2,2,5,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254720.0,3315602.15826
241,0,2,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48600.0,1368751.33061
257,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6518400.0,2717968.14445
