id,startTime,event,resource
0,1327872240,0,0
0,1327894980,0,0
0,1327895040,0,0
0,1327898520,0,0
0,1327899540,0,1
0,1327900860,0,1
0,1327900860,0,1
0,1327913880,0,1
0,1328008800,1,2
0,1328014200,1,2
0,1328077080,2,3
0,1328077620,2,3
0,1329170400,3,4
0,1329170400,3,4
0,1329174900,3,4
0,1329174900,3,4
0,1329203100,3,4
0,1329203100,3,4
0,1329203580,4,5
0,1329205080,3,4
0,1329207600,3,4
0,1329219420,4,5
0,1329219420,4,5
0,1329226020,4,5
0,1329368340,5,6
0,1329371940,5,6
0,1329387060,5,6
0,1329388980,5,6
0,1329393480,5,6
0,1329401520,5,6
0,1329429600,6,7
0,1329433200,6,7
1,1326776460,7,8
1,1326790800,8,9
1,1326791100,7,8
1,1326791700,8,9
1,1326821040,7,10
1,1326823260,7,10
1,1326823260,7,10
1,1326836580,7,10
1,1326836940,7,11
1,1326861120,7,11
1,1326862740,7,8
1,1326864240,7,8
1,1326897180,7,10
1,1326902100,7,10
1,1326902220,7,10
1,1326909840,7,10
1,1326910200,7,11
1,1326947340,7,11
1,1326982320,7,10
1,1326989340,7,10
1,1326989400,7,10
1,1326996480,7,10
1,1326996540,7,11
1,1327029000,7,11
1,1327192920,7,12
1,1327206840,7,12
1,1327208400,7,8
1,1327209180,7,8
1,1327215720,7,8
1,1327247220,7,8
1,1327298040,8,9
1,1327307160,8,9
1,1327476660,2,11
1,1327481820,2,11
1,1327482000,2,4
1,1327488840,2,4
1,1327490520,2,4
1,1327493340,2,4
1,1327653000,9,3
1,1327662000,9,3
1,1327817340,9,3
1,1327842360,9,3
1,1327929540,9,3
1,1327935540,9,3
1,1328179080,5,9
1,1328184960,5,9
1,1328220000,6,7
1,1328223600,6,7
2,1329750540,10,13
2,1329753420,10,13
2,1329771420,10,14
2,1329785820,10,14
2,1329799500,10,13
2,1329814980,10,13
2,1329815040,10,13
2,1329818880,10,13
2,1329914880,1,9
2,1329916200,1,9
2,1331456700,2,3
2,1331456760,2,3
2,1331461380,9,3
2,1331462700,9,3
2,1331462760,3,4
2,1331464680,3,4
2,1331627640,4,5
2,1331628060,4,5
2,1331628060,4,5
2,1331644320,4,5
2,1331890200,11,15
2,1331894400,11,15
2,1332148860,5,9
2,1332158760,5,9
2,1332280800,6,7
2,1332284400,6,7
2,1332306120,5,9
2,1332306180,5,9
3,1331657220,12,13
3,1331661780,12,13
3,1331663880,10,13
3,1331672580,10,13
3,1331672640,10,13
3,1331675340,10,13
3,1331675400,10,13
3,1331679960,10,13
3,1331679960,10,11
3,1331699280,10,11
3,1331701320,10,16
3,1331704080,10,16
3,1331704140,10,16
3,1331716200,10,16
3,1331716260,10,16
3,1331724600,10,16
3,1331724780,1,9
3,1331729280,1,9
3,1331798100,9,3
3,1331801700,9,3
3,1332493200,3,3
3,1332499200,3,3
3,1332620100,13,17
3,1332625500,13,17
3,1332625500,13,17
3,1332647100,13,17
3,1332647400,5,9
3,1332658800,3,3
3,1332662400,3,3
3,1332663300,2,3
3,1332664140,2,3
3,1332664260,5,9
3,1332709200,6,7
3,1332712800,6,7
4,1330353600,10,13
4,1330369740,10,13
4,1330371960,10,13
4,1330384980,10,13
4,1330419600,10,16
4,1330428360,10,16
4,1330431600,10,16
4,1330432500,1,18
4,1330435500,1,18
4,1330438320,10,16
4,1330438320,10,16
4,1330444560,10,16
4,1330457280,10,13
4,1330471740,10,13
4,1330471800,10,11
4,1330482660,10,11
4,1330493520,10,16
4,1330506300,10,16
4,1330506300,10,16
4,1330520400,1,18
4,1330524000,10,16
4,1330524000,1,18
4,1330524000,10,16
4,1330524240,1,18
4,1330526160,1,18
4,1330528740,10,16
4,1330528800,10,16
4,1330530480,10,16
4,1330547220,10,13
4,1330553460,10,13
4,1330587000,1,18
4,1330591740,1,18
4,1330984800,1,18
4,1330989300,1,18
4,1331206320,2,3
4,1331210460,2,3
4,1331244000,3,4
4,1331248500,3,4
4,1331451480,3,3
4,1331456640,3,3
4,1331486700,14,17
4,1331488800,14,17
4,1331488800,14,17
4,1331502000,14,17
4,1331528580,4,5
4,1331531400,15,18
4,1331532120,4,5
4,1331532240,4,5
4,1331532540,4,5
4,1331532540,15,18
4,1331532600,4,5
4,1331539200,15,18
4,1331542620,15,18
4,1331542680,4,5
4,1331553600,5,18
4,1331564400,5,18
4,1331618400,5,18
4,1331618760,5,18
4,1331676000,6,7
4,1331679600,6,7
5,1331017800,10,13
5,1331021880,10,13
5,1331173140,10,16
5,1331182260,10,16
5,1331193840,10,13
5,1331217480,10,13
5,1331231040,10,16
5,1331260500,10,16
5,1331260500,10,16
5,1331270820,10,16
5,1331271120,1,9
5,1331271120,10,13
5,1331281620,10,13
5,1331282280,1,9
5,1331444520,1,9
5,1331446560,1,9
5,1331449380,10,16
5,1331455020,10,16
5,1331455020,10,16
5,1331459280,10,16
5,1331459340,10,16
5,1331474940,10,16
5,1331476500,10,13
5,1331483700,10,13
5,1331533620,1,9
5,1331533680,1,9
5,1331625240,2,19
5,1331628360,2,19
5,1331638020,9,3
5,1331640240,9,3
5,1331640420,5,9
5,1331654220,5,9
5,1331701080,5,9
5,1331714100,5,9
5,1331719380,5,9
5,1331719440,5,9
5,1331762400,6,7
5,1331766000,6,7
6,1332182580,16,14
6,1332203160,16,14
6,1332203220,16,14
6,1332218460,16,14
6,1332219600,16,20
6,1332230040,1,6
6,1332234420,16,20
6,1332237240,1,6
6,1332305700,1,6
6,1332308460,1,6
6,1332314460,2,21
6,1332316140,2,21
7,1332278280,0,1
7,1332304440,0,1
7,1332307080,0,0
7,1332318660,0,0
8,1331799240,10,16
8,1331819040,10,16
8,1331823300,10,13
8,1331836680,10,13
8,1332133200,1,9
8,1332134880,1,9
8,1332142680,2,3
8,1332147060,2,3
8,1332160920,9,4
8,1332163200,9,4
8,1332336420,5,9
8,1332345420,5,9
8,1332367200,6,7
8,1332370800,6,7
8,1332409800,5,9
8,1332414300,5,9
9,1333078560,17,10
9,1333097220,17,10
10,1330298280,0,11
10,1330318500,0,11
10,1330318740,0,14
10,1330318800,1,18
10,1330324800,1,18
10,1330326780,0,14
10,1330326780,0,14
10,1330339080,0,14
10,1330428000,1,18
10,1330431840,1,18
10,1330444320,2,3
10,1330448820,2,3
10,1330466400,9,17
10,1330470900,9,17
10,1330545900,9,22
10,1330549440,9,22
10,1330562100,3,22
10,1330562160,3,22
10,1330565280,3,22
10,1330566600,3,22
10,1331101800,4,23
10,1331111760,4,23
10,1331111880,4,23
10,1331122200,4,23
10,1331122320,4,22
10,1331128560,4,22
10,1331128620,4,15
10,1331141400,4,15
10,1331197200,5,18
10,1331214720,5,18
10,1331244000,6,7
10,1331247600,6,7
10,1331276400,5,18
10,1331278020,5,18
11,1330852440,0,0
11,1330876320,0,1
11,1330876860,0,0
11,1330897980,0,1
11,1330898400,1,9
11,1330898580,0,14
11,1330902480,0,14
11,1330902540,0,14
11,1330902900,1,9
11,1330922580,0,14
11,1330922940,0,0
11,1330923600,1,9
11,1330928460,1,9
11,1330933260,0,0
11,1330935480,1,9
11,1330935780,1,9
11,1331802300,2,3
11,1331803560,2,3
11,1332298980,18,19
11,1332303720,18,19
11,1332303780,18,19
11,1332305340,18,19
11,1332308040,18,23
11,1332324480,18,23
11,1332456000,18,5
11,1332459180,18,5
11,1332459240,18,5
11,1332468480,18,5
11,1332480300,5,9
11,1332492600,5,9
11,1332626400,6,24
11,1332630000,6,24
12,1326643440,17,10
12,1326663600,17,10
12,1326689940,17,12
12,1326697200,1,18
12,1326700140,17,12
12,1326700200,17,12
12,1326700440,1,18
12,1326723720,17,12
12,1326730080,17,10
12,1326749880,17,10
12,1326749940,17,0
12,1326775020,17,0
12,1326789960,17,12
12,1326794460,17,12
12,1326862800,1,18
12,1326868500,17,12
12,1326868560,17,12
12,1326868680,1,18
12,1326873000,17,12
12,1326873360,17,12
12,1326873420,17,12
12,1326874440,1,9
12,1326878940,1,9
12,1326893520,17,12
12,1326951540,7,12
12,1326956400,7,12
12,1326956460,17,12
12,1326981600,17,12
12,1326982080,17,10
12,1326993660,17,10
12,1327237260,2,4
12,1327239180,2,4
12,1327303440,1,9
12,1327303500,1,9
12,1327408860,2,4
12,1327413960,2,4
12,1327442400,6,7
12,1327446000,6,7
12,1327482660,5,9
12,1327493340,5,9
12,1327493400,1,9
12,1327493460,1,9
13,1330566540,19,11
13,1330576500,19,11
13,1330577820,19,14
13,1330588800,1,2
13,1330592400,1,2
13,1330598160,19,14
13,1330598220,19,14
13,1330609560,19,14
13,1330625760,19,11
13,1330662420,19,11
13,1330663500,19,1
13,1330685220,19,1
