,id,timestamp,state,resource,next_state,next_time,next_dur,elapsed_time,total_time,remaining_time,history
0,0,1327879440.0,0,0,0,1327902180,22740,0,1560960,1560960,0
1,0,1327902180.0,0,0,0,1327902240,60,22740,1560960,1538220,0_0
2,0,1327902240.0,0,0,0,1327905720,3480,22800,1560960,1538160,0_0_0
3,0,1327905720.0,0,0,0,1327906740,1020,26280,1560960,1534680,0_0_0_0
4,0,1327906740.0,0,0,0,1327908060,1320,27300,1560960,1533660,0_0_0_0_0
5,0,1327908060.0,0,0,0,1327908060,0,28620,1560960,1532340,0_0_0_0_0_0
6,0,1327908060.0,0,0,0,1327921080,13020,28620,1560960,1532340,0_0_0_0_0_0_0
7,0,1327921080.0,0,0,1,1328016000,94920,41640,1560960,1519320,0_0_0_0_0_0_0_0
8,0,1328016000.0,1,1,1,1328021400,5400,136560,1560960,1424400,0_0_0_0_0_0_0_0_1
9,0,1328021400.0,1,1,2,1328084280,62880,141960,1560960,1419000,0_0_0_0_0_0_0_0_1_1
10,0,1328084280.0,2,2,2,1328084820,540,204840,1560960,1356120,0_0_0_0_0_0_0_0_1_1_2
11,0,1328084820.0,2,2,3,1329177600,1092780,205380,1560960,1355580,0_0_0_0_0_0_0_0_1_1_2_2
12,0,1329177600.0,3,3,3,1329177600,0,1298160,1560960,262800,0_0_0_0_0_0_0_0_1_1_2_2_3
13,0,1329177600.0,3,3,3,1329182100,4500,1298160,1560960,262800,0_0_0_0_0_0_0_0_1_1_2_2_3_3
14,0,1329182100.0,3,3,3,1329182100,0,1302660,1560960,258300,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3
15,0,1329182100.0,3,3,3,1329210300,28200,1302660,1560960,258300,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3
16,0,1329210300.0,3,3,3,1329210300,0,1330860,1560960,230100,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3
17,0,1329210300.0,3,3,4,1329210780,480,1330860,1560960,230100,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3
18,0,1329210780.0,4,4,3,1329212280,1500,1331340,1560960,229620,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4
19,0,1329212280.0,3,3,3,1329214800,2520,1332840,1560960,228120,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3
20,0,1329214800.0,3,3,4,1329226620,11820,1335360,1560960,225600,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3
21,0,1329226620.0,4,4,4,1329226620,0,1347180,1560960,213780,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4
22,0,1329226620.0,4,4,4,1329233220,6600,1347180,1560960,213780,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4
23,0,1329233220.0,4,4,5,1329375540,142320,1353780,1560960,207180,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4
24,0,1329375540.0,5,1,5,1329379140,3600,1496100,1560960,64860,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5
25,0,1329379140.0,5,1,5,1329394260,15120,1499700,1560960,61260,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5
26,0,1329394260.0,5,1,5,1329396180,1920,1514820,1560960,46140,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5
27,0,1329396180.0,5,1,5,1329400680,4500,1516740,1560960,44220,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5_5
28,0,1329400680.0,5,1,5,1329408720,8040,1521240,1560960,39720,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5_5_5
29,0,1329408720.0,5,1,6,1329436800,28080,1529280,1560960,31680,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5_5_5_5
30,0,1329436800.0,6,5,6,1329440400,3600,1557360,1560960,3600,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5_5_5_5_6
31,0,1329440400.0,6,5,99,1329440400,0,1560960,1560960,0,0_0_0_0_0_0_0_0_1_1_2_2_3_3_3_3_3_3_4_3_3_4_4_4_5_5_5_5_5_5_6_6
32,1,1326783660.0,7,6,8,1326798000,14340,0,1447140,1447140,7
33,1,1326798000.0,8,1,7,1326798300,300,14340,1447140,1432800,7_8
34,1,1326798300.0,7,6,8,1326798900,600,14640,1447140,1432500,7_8_7
35,1,1326798900.0,8,1,7,1326828240,29340,15240,1447140,1431900,7_8_7_8
36,1,1326828240.0,7,6,7,1326830460,2220,44580,1447140,1402560,7_8_7_8_7
37,1,1326830460.0,7,6,7,1326830460,0,46800,1447140,1400340,7_8_7_8_7_7
38,1,1326830460.0,7,6,7,1326843780,13320,46800,1447140,1400340,7_8_7_8_7_7_7
39,1,1326843780.0,7,6,7,1326844140,360,60120,1447140,1387020,7_8_7_8_7_7_7_7
40,1,1326844140.0,7,6,7,1326868320,24180,60480,1447140,1386660,7_8_7_8_7_7_7_7_7
41,1,1326868320.0,7,6,7,1326869940,1620,84660,1447140,1362480,7_8_7_8_7_7_7_7_7_7
42,1,1326869940.0,7,6,7,1326871440,1500,86280,1447140,1360860,7_8_7_8_7_7_7_7_7_7_7
43,1,1326871440.0,7,6,7,1326904380,32940,87780,1447140,1359360,7_8_7_8_7_7_7_7_7_7_7_7
44,1,1326904380.0,7,6,7,1326909300,4920,120720,1447140,1326420,7_8_7_8_7_7_7_7_7_7_7_7_7
45,1,1326909300.0,7,6,7,1326909420,120,125640,1447140,1321500,7_8_7_8_7_7_7_7_7_7_7_7_7_7
46,1,1326909420.0,7,6,7,1326917040,7620,125760,1447140,1321380,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7
47,1,1326917040.0,7,6,7,1326917400,360,133380,1447140,1313760,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7
48,1,1326917400.0,7,6,7,1326954540,37140,133740,1447140,1313400,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7
49,1,1326954540.0,7,6,7,1326989520,34980,170880,1447140,1276260,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7
50,1,1326989520.0,7,6,7,1326996540,7020,205860,1447140,1241280,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
51,1,1326996540.0,7,6,7,1326996600,60,212880,1447140,1234260,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
52,1,1326996600.0,7,6,7,1327003680,7080,212940,1447140,1234200,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
53,1,1327003680.0,7,6,7,1327003740,60,220020,1447140,1227120,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
54,1,1327003740.0,7,6,7,1327036200,32460,220080,1447140,1227060,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
55,1,1327036200.0,7,6,7,1327200120,163920,252540,1447140,1194600,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
56,1,1327200120.0,7,6,7,1327214040,13920,416460,1447140,1030680,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
57,1,1327214040.0,7,6,7,1327215600,1560,430380,1447140,1016760,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
58,1,1327215600.0,7,6,7,1327216380,780,431940,1447140,1015200,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
59,1,1327216380.0,7,6,7,1327222920,6540,432720,1447140,1014420,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
60,1,1327222920.0,7,6,7,1327254420,31500,439260,1447140,1007880,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
61,1,1327254420.0,7,6,8,1327305240,50820,470760,1447140,976380,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7
62,1,1327305240.0,8,1,8,1327314360,9120,521580,1447140,925560,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8
63,1,1327314360.0,8,1,2,1327483860,169500,530700,1447140,916440,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8
64,1,1327483860.0,2,2,2,1327489020,5160,700200,1447140,746940,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2
65,1,1327489020.0,2,2,2,1327489200,180,705360,1447140,741780,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2
66,1,1327489200.0,2,2,2,1327496040,6840,705540,1447140,741600,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2
67,1,1327496040.0,2,2,2,1327497720,1680,712380,1447140,734760,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2
68,1,1327497720.0,2,2,2,1327500540,2820,714060,1447140,733080,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2
69,1,1327500540.0,2,2,9,1327660200,159660,716880,1447140,730260,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2
70,1,1327660200.0,9,7,9,1327669200,9000,876540,1447140,570600,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9
71,1,1327669200.0,9,7,9,1327824540,155340,885540,1447140,561600,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9
72,1,1327824540.0,9,7,9,1327849560,25020,1040880,1447140,406260,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9_9
73,1,1327849560.0,9,7,9,1327936740,87180,1065900,1447140,381240,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9_9_9
74,1,1327936740.0,9,7,9,1327942740,6000,1153080,1447140,294060,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9_9_9_9
75,1,1327942740.0,9,7,5,1328186280,243540,1159080,1447140,288060,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9_9_9_9_9
76,1,1328186280.0,5,1,5,1328192160,5880,1402620,1447140,44520,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_8_8_2_2_2_2_2_2_9_9_9_9_9_9_5
