,id,timestamp,state,resource,next_state,next_time,next_dur,elapsed_time,total_time,remaining_time,history
0,0,1336065884.0,0,0,0,1336065919,35,0,978934,978934,0
1,0,1336065919.0,0,0,0,1336065936,17,35,978934,978899,0_0
2,0,1336065936.0,0,0,0,1336402527,336591,52,978934,978882,0_0_0
3,0,1336402527.0,0,1,0,1336402534,7,336643,978934,642291,0_0_0_0
4,0,1336402534.0,0,1,0,1336404213,1679,336650,978934,642284,0_0_0_0_0
5,0,1336404213.0,0,2,1,1336404234,21,338329,978934,640605,0_0_0_0_0_0
6,0,1336404234.0,1,2,1,1337044818,640584,338350,978934,640584,0_0_0_0_0_0_1
7,0,1337044818.0,1,3,99,1337044818,0,978934,978934,0,0_0_0_0_0_0_1_1
8,1,1336067066.0,0,0,0,1336067309,243,0,1061,1061,0
9,1,1336067309.0,0,0,1,1336068127,818,243,1061,818,0_0
10,1,1336068127.0,1,0,99,1336068127,0,1061,1061,0,0_0_1
11,2,1336067188.0,0,4,0,1336067235,47,0,632,632,0
12,2,1336067235.0,0,4,1,1336067820,585,47,632,585,0_0
13,2,1336067820.0,1,4,99,1336067820,0,632,632,0,0_0_1
14,3,1336069928.0,0,5,0,1336069951,23,0,64,64,0
15,3,1336069951.0,0,5,1,1336069992,41,23,64,41,0_0
16,3,1336069992.0,1,5,99,1336069992,0,64,64,0,0_0_1
17,4,1336067705.0,0,6,0,1336067707,2,0,631290,631290,0
18,4,1336067707.0,0,6,1,1336068943,1236,2,631290,631288,0_0
19,4,1336068943.0,1,6,1,1336698995,630052,1238,631290,630052,0_0_1
20,4,1336698995.0,1,3,99,1336698995,0,631290,631290,0,0_0_1_1
21,5,1336067821.0,0,4,0,1336067892,71,0,631173,631173,0
22,5,1336067892.0,0,4,2,1336068329,437,71,631173,631102,0_0
23,5,1336068329.0,2,4,0,1336070324,1995,508,631173,630665,0_0_2
24,5,1336070324.0,0,7,2,1336070347,23,2503,631173,628670,0_0_2_0
25,5,1336070347.0,2,7,0,1336070730,383,2526,631173,628647,0_0_2_0_2
26,5,1336070730.0,0,8,0,1336070736,6,2909,631173,628264,0_0_2_0_2_0
27,5,1336070736.0,0,8,1,1336083553,12817,2915,631173,628258,0_0_2_0_2_0_0
28,5,1336083553.0,1,8,1,1336698994,615441,15732,631173,615441,0_0_2_0_2_0_0_1
29,5,1336698994.0,1,3,99,1336698994,0,631173,631173,0,0_0_2_0_2_0_0_1_1
30,6,1336068983.0,0,0,0,1336069045,62,0,79,79,0
31,6,1336069045.0,0,0,1,1336069062,17,62,79,17,0_0
32,6,1336069062.0,1,0,99,1336069062,0,79,79,0,0_0_1
33,7,1336082274.0,0,9,1,1337119511,1037237,0,1037237,1037237,0
34,7,1337119511.0,1,9,99,1337119511,0,1037237,1037237,0,0_1
35,8,1336069341.0,0,10,0,1336069369,28,0,450012,450012,0
36,8,1336069369.0,0,10,1,1336070100,731,28,450012,449984,0_0
37,8,1336070100.0,1,10,0,1336070863,763,759,450012,449253,0_0_1
38,8,1336070863.0,0,11,0,1336070920,57,1522,450012,448490,0_0_1_0
39,8,1336070920.0,0,11,2,1336070930,10,1579,450012,448433,0_0_1_0_0
40,8,1336070930.0,2,11,0,1336146137,75207,1589,450012,448423,0_0_1_0_0_2
41,8,1336146137.0,0,12,0,1336146538,401,76796,450012,373216,0_0_1_0_0_2_0
42,8,1336146538.0,0,12,0,1336519250,372712,77197,450012,372815,0_0_1_0_0_2_0_0
43,8,1336519250.0,0,10,1,1336519338,88,449909,450012,103,0_0_1_0_0_2_0_0_0
44,8,1336519338.0,1,10,1,1336519353,15,449997,450012,15,0_0_1_0_0_2_0_0_0_1
45,8,1336519353.0,1,10,99,1336519353,0,450012,450012,0,0_0_1_0_0_2_0_0_0_1_1
46,9,1336070328.0,0,4,0,1336070794,466,0,535,535,0
47,9,1336070794.0,0,4,1,1336070863,69,466,535,69,0_0
48,9,1336070863.0,1,4,99,1336070863,0,535,535,0,0_0_1
49,10,1336076433.0,0,0,0,1336076560,127,0,426,426,0
50,10,1336076560.0,0,0,1,1336076859,299,127,426,299,0_0
51,10,1336076859.0,1,0,99,1336076859,0,426,426,0,0_0_1
52,11,1336071580.0,0,13,0,1336071587,7,0,627405,627405,0
53,11,1336071587.0,0,13,2,1336071874,287,7,627405,627398,0_0
54,11,1336071874.0,2,13,0,1336071880,6,294,627405,627111,0_0_2
55,11,1336071880.0,0,13,1,1336071941,61,300,627405,627105,0_0_2_0
56,11,1336071941.0,1,13,1,1336698985,627044,361,627405,627044,0_0_2_0_1
57,11,1336698985.0,1,3,99,1336698985,0,627405,627405,0,0_0_2_0_1_1
58,12,1336068773.0,0,4,0,1336068811,38,0,409,409,0
59,12,1336068811.0,0,4,1,1336069182,371,38,409,371,0_0
60,12,1336069182.0,1,4,99,1336069182,0,409,409,0,0_0_1
61,13,1336067261.0,1,14,0,1336144887,77626,0,419821,419821,1
62,13,1336144887.0,0,15,1,1336487082,342195,77626,419821,342195,1_0
63,13,1336487082.0,1,15,99,1336487082,0,419821,419821,0,1_0_1
64,14,1336068700.0,0,16,0,1336068732,32,0,630292,630292,0
65,14,1336068732.0,0,16,2,1336068762,30,32,630292,630260,0_0
66,14,1336068762.0,2,16,0,1336069409,647,62,630292,630230,0_0_2
67,14,1336069409.0,0,0,1,1336069511,102,709,630292,629583,0_0_2_0
68,14,1336069511.0,1,0,1,1336698992,629481,811,630292,629481,0_0_2_0_1
69,14,1336698992.0,1,3,99,1336698992,0,630292,630292,0,0_0_2_0_1_1
70,15,1336067025.0,0,5,0,1336067035,10,0,313215,313215,0
71,15,1336067035.0,0,5,2,1336067586,551,10,313215,313205,0_0
72,15,1336067586.0,2,5,0,1336146876,79290,561,313215,312654,0_0_2
73,15,1336146876.0,0,17,0,1336146892,16,79851,313215,233364,0_0_2_0
74,15,1336146892.0,0,17,0,1336377916,231024,79867,313215,233348,0_0_2_0_0
75,15,1336377916.0,0,17,2,1336377929,13,310891,313215,2324,0_0_2_0_0_0
